,- H? s? mái,,,,m=,1.5,,- Chi?u dài d?c n??c:,,,,L =,55.14,m,,,,,,,,,,,,,,,,,,,,
, - Eo ban ??u,,,,E=,7.49,m,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?o?n 5 ( ?o?n m? r?ng ??u v? hai phía),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,- L?u l??ng x? l?n nh?t:,,,,Qmax =,43.22,m3/s,- C?t n??c ??u d?c:,,,,h =,0.91,m,,,,,,,,,,,,,,,,,,,,
,- ?? d?c c?a d?c n??c:,,,,i =,0.09,,- Chi?u r?ng ??u d?c n??c:,,,,B? =,2.50,m,,,,,,,,,,,,,,,,,,,,
,- H? s? nhám:,,,,n =,0.017,,- Chi?u r?ng cu?i d?c n??c:,,,,BC =,3.50,m,,,,,,,,,,,,,,,,,,,,
,- H? s? mái,,,,m=,1.5,,- Chi?u dài d?c n??c:,,,,L =,25,m,,,,,,,,,,,,,,,,,,,,
, - Eo ban ??u,,,,E=,8.53,m, - Tính góc ?o?n m? r?ng,,,,,1.15,??,,,,,,,,,,,,,,,,,,,,
,,,,,,,, - Tính góc ?o?n m? r?ng,,,,,0.02,Rarian,,,,,,,,,,,,,,,,,,,,
,2) Xác ??nh d?ng ???ng m?t n??c trên d?c n??c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tính ?? sâu phân gi?i hk,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,
,,,Tính theo công th?c c?a kênh có m?t c?t ch? nh?t:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,V?i a = 1,,,,,,3.12,m,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tính ?? sâu ch?y ??u h0,,,,,,,,Tính ?? d?c phân gi?i ik (ik < i),,,,,,,,,,,,,,,,,,,,,,,,
,,,Dùng ph??ng pháp tính th? d?n h ??: Qtt = Qmax.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,h = ,,,,,2.38,3.12,m,,,,,,,,,,,,,,,,,,,,,,,
,,,,b =,,,,,2.50,2.50,m,,,,,,,,,,,,,,,,,,,,,,,
,,,,w = (b + mh)h =,,,,,5.94,7.81,m2,,,,,,,,,,,,,,,,,,,,,,,
,,,,c = b + 2h(1 + m2)0.5 =,,,,,7.26,8.75,m,,,0.010,,,,,,,,,,,,,,,,,,,,
,,,,R = w/c =,,,,,0.82,0.89,m,,,,,,,,,,,,,,,,,,,,,,,
,,,,y = 2.5n1/2 - 0.13 - 0.75(n1/2 - 0.1)R1/2 =,,,,,0.175,0.174,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C = Ry/n =,,,,,56.80,57.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Qtt = wC(Ri)0.5 = ,,,,,43.22,,m3/s,,,,,,,,,,,,,,,,,,,,,,,
,,,,Qmax =,,,,,43.22,,m3/s,0.00,,,,,,,,,,,,,,,,,,,,,,
,,Vì h0 <,h =,2.15m,< hk nên ???ng m?t n??c trên d?c là ???ng n??c h? bII. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3) Tính toán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?? xác ??nh ???ng m?t n??c ta dùng ph??ng pháp c?ng tr?c ti?p v?i ph??ng trình:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DL,=,DE,=,Ec - E?,(*),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,i - Jtb ,,i - Jtb ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Jtb,=,Vtb2,E0 = h + ,,aV2,,,,,,,,5.028511976,59.76357818,1.1115745,,,w = (b + mh)h =,,,,,,,,,,,
,,,,,,,Ctb2Rtb,,,2g,,,,,,,,,,0.006368941,,,c = b + 2h(1 + m2)0.5 =,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B?NG TÍNH TOÁN ???NG M?T N??C TRÊN D?C N??C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?o?n 2 ( ?o?n d?c ??u),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,h,w,c,R,V,aV2/2g,E0,y,C,i,Jtb,DE,DL,SDL,DL,D,SDL,,Vtb,Ctb,Rtb,,,,,,,,,,,,,
,(m),(m2),(m),(m),(m/s),(m),(m),,,,,(m),(m),(m),(m),,,,(m/s),,,,,,,,,,,,,,,
1,2.15,12.29,9.48,1.30,3.52,0.63,2.778,0.170,61.48,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.020,0.006,0.828,60.717,60.72 ,60.72,0.0,60.72,,5.028511976,59.76357818,1.1115745,,,,,,,,,,,,,
2,1.42,6.61,7.13,0.93,6.54,2.18,3.606,0.174,58.05,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.020,0.015,0.288,60.717,121.43 ,60.72,0.0,121.43,,6.802379122,57.8311364,0.907170934,,,,,,,,,,,,,
3,1.35,6.12,6.89,0.89,7.06,2.54,3.894,0.174,57.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.020,0.018,0.140,60.717,182.15 ,60.72,0.0,182.15,,7.178755797,57.52289291,0.879826872,,,,,,,,,,,,,
4,1.32,5.93,6.80,0.87,7.29,2.71,4.034,0.175,57.43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,K?t qu? tính toán t?i cu?i d?c n??c ta có:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C?t n??c toàn ph?n:,,,,E0,=,4.03,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chi?u dài d?c:,,,,L,=,182.15,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,V?n t?c cu?i d?c:,,,,V,=,7.29,m/s,<,[V] = 14m/s,,,,,,w = (b + mh)h =,,,,,,,,,,,,,,,,
,,,Tho? mãn ?i?u ki?n không xói.,,,,,,,,,,,,,,,c = b + 2h(1 + m2)0.5 =,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B?NG TÍNH TOÁN ???NG M?T N??C TRÊN D?C N??C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?o?n 3 ( ?o?n d?c ??u),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,h,w,c,R,V,aV2/2g,E0,y,C,i,Jtb,DE,DL,SDL,DL,D,SDL,,Vtb,Ctb,Rtb,,,,,,,,,,,,,
,(m),(m2),(m),(m),(m/s),(m),(m),,,,,(m),(m),(m),(m),,,,(m/s),,,,,,,,,,,,,,,
1,1.32,5.93,6.80,0.87,7.29,2.71,4.034,0.175,57.43,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.106,0.026,1.431,17.870,17.87 ,17.87,0.0,17.87,,8.263462665,56.75600984,0.817161037,,,,,,,,,,,,,
2,1.12,4.68,6.14,0.76,9.23,4.34,5.464,0.176,56.08,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.106,0.042,1.136,17.870,35.74 ,17.87,0.0,35.74,,9.846119161,55.71772252,0.735751281,,,,,,,,,,,,,
3,1.02,4.13,5.83,0.71,10.46,5.58,6.600,0.177,55.35,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.106,0.056,0.889,17.870,53.61 ,17.87,0.0,53.61,,10.8857962,55.12520615,0.69306056,,,,,,,,,,,,,
4,0.97,3.82,5.64,0.68,11.31,6.52,7.489,0.177,54.90,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,K?t qu? tính toán t?i cu?i d?c n??c ta có:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C?t n??c toàn ph?n:,,,,E0,=,7.49,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chi?u dài d?c:,,,,L,=,53.61,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,V?n t?c cu?i d?c:,,,,V,=,11.31,m/s,<,[V] = 14m/s,,,,,,,,,,,,,,,,,,,,,,
,,,Tho? mãn ?i?u ki?n không xói.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B?NG TÍNH TOÁN ???NG M?T N??C TRÊN D?C N??C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?o?n 4 ( ?o?n d?c ??u),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,h,w,c,R,V,aV2/2g,E0,y,C,i,Jtb,DE,DL,SDL,DL,D,SDL,,Vtb,Ctb,Rtb,,,,,,,,,,,,,
,(m),(m2),(m),(m),(m/s),(m),(m),,,,,(m),(m),(m),(m),,,,(m/s),,,,,,,,,,,,,,,
1,0.97,3.82,5.64,0.68,11.31,6.52,7.489,0.177,54.90,,,,,0.00,,,0.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.090,0.066,0.444,18.379,18.38 ,18.38,0.0,18.38,,11.51122138,54.79350013,0.670170192,,,,,,,,,,,,,
2,0.94,3.69,5.56,0.66,11.71,6.99,7.933,0.177,54.69,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.090,0.072,0.338,18.380,36.76 ,18.38,0.0,36.76,,11.85768159,54.61814436,0.658402852,,,,,,,,,,,,,
3,0.93,3.60,5.51,0.65,12.00,7.35,8.271,0.178,54.54,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.090,0.076,0.257,18.380,55.14 ,18.38,0.0,55.14,,12.11367737,54.49164468,0.650034492,,,,,,,,,,,,,
4,0.91,3.54,5.47,0.65,12.22,7.61,8.528,0.178,54.44,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,K?t qu? tính toán t?i cu?i d?c n??c ta có:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C?t n??c toàn ph?n:,,,,E0,=,8.53,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chi?u dài d?c:,,,,L,=,55.14,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,V?n t?c cu?i d?c:,,,,V,=,12.22,m/s,<,[V] = 14m/s,,,,,,,,,,,,,,,,,,,,,,
,,,Tho? mãn ?i?u ki?n không xói.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B?NG TÍNH TOÁN ???NG M?T N??C TRÊN D?C N??C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?o?n 5 ( ?o?n m? r?ng ??u v? hai phía),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,h,w,c,R,V,aV2/2g,E0,y,C,i,Jtb,DE,DL,SDL,DL,D,SDL,,Vtb,Ctb,Rtb,,,,,,,,,,,,,
,(m),(m2),(m),(m),(m/s),(m),(m),,,,,(m),(m),(m),(m),,,,(m/s),,,,,,,,,,,,,,,
1,0.91,3.54,5.47,0.65,12.22,7.61,8.528,0.178,54.44,,,,,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0900,0.080,0.087,8.333,8.33 ,8.33,0.0,8.33,,12.27079774,54.34795351,0.640670691,,,,,,,,,,,,,
2,0.88,3.51,5.53,0.63,12.32,7.73,8.615,0.178,54.26,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0900,0.083,0.061,8.334,16.67 ,8.33,0.0,16.67,,12.35540902,54.16944546,0.629187799,,,,,,,,,,,,,
3,0.85,3.49,5.59,0.62,12.39,7.83,8.676,0.178,54.08,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0900,0.086,0.037,8.334,25.00 ,8.33,0.0,25.00,,12.41768024,53.99571718,0.618191708,,,,,,,,,,,,,
4,0.82,3.47,5.67,0.61,12.44,7.89,8.713,0.178,53.91,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,K?t qu? tính toán t?i cu?i d?c n??c ta có:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C?t n??c toàn ph?n:,,,,E0,=,8.71,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chi?u dài d?c:,,,,L,=,25.00,m,,,,,,,,,,,,,,,,,,,,,,,,
,,,V?n t?c cu?i d?c:,,,,V,=,12.44,m/s,<,[V] = 14m/s,,,,,,,,,,,,,,,,,,,,,,
,,,Tho? mãn ?i?u ki?n không xói.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T?NG H?P D?C N??C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,Q,B,h,w,c,R,V,aV2/2g,E0,y,C,i,Jtb,DE,DL,SDL,,,,,,,,,,,,,,,,,,
,m3/s,m,(m),(m2),(m),(m),(m/s),(m),(m),,,,,(m),(m),(m),,,,,,,,,,,,,,,,,,
1,?o?n thu h?p (?o?n 1),,,L=,25.00,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.22,6.00,2.00,18.00,12.50,1.44,2.40,0.29,2.29,0.17,62.55,,,,,0.00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.020,0.002,0.458,25.000,,,,,,,,,,,,,,,,,,,
,,2.50,2.15,12.29,9.48,1.30,3.52,0.60,2.75,0.17,61.48,,,,,25.00,,,,,,,,,,,,,,,,,,
2,?o?n d?c ??u (?o?n 2),,,L=,182.15,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.22,2.50,2.15,12.29,9.48,1.30,3.52,0.63,2.78,0.17,61.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.02,0.01,0.83,60.72,60.72,,,,,,,,,,,,,,,,,,
,,2.50,1.42,6.61,7.13,0.93,6.54,2.18,3.61,0.17,58.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.02,0.02,0.29,60.72,121.43,,,,,,,,,,,,,,,,,,
,,2.50,1.35,6.12,6.89,0.89,7.06,2.54,3.89,0.17,57.61,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.02,0.02,0.14,60.72,182.15,,,,,,,,,,,,,,,,,,
,,2.50,1.32,5.93,6.80,0.87,7.29,2.71,4.03,0.17,57.43,,,,,,,,,,,,,,,,,,,,,,,
3,?o?n d?c ??u (?o?n 3),,,L=,53.61,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.22,2.50,1.32,5.93,6.80,0.87,7.29,2.71,4.03,0.17,57.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.11,0.03,1.43,17.87,17.87,,,,,,,,,,,,,,,,,,
,,2.50,1.12,4.68,6.14,0.76,9.23,4.34,5.46,0.18,56.08,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.11,0.04,1.14,17.87,35.74,,,,,,,,,,,,,,,,,,
,,2.50,1.02,4.13,5.83,0.71,10.46,5.58,6.60,0.18,55.35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.11,0.06,0.89,17.87,53.61,,,,,,,,,,,,,,,,,,
,,2.50,0.97,3.82,5.64,0.68,11.31,6.52,7.49,0.18,54.90,,,,,,,,,,,,,,,,,,,,,,,
4,?o?n d?c ??u (?o?n 4),,,L=,55.14,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.22,2.50,0.97,3.82,5.64,0.68,11.31,6.52,7.49,0.18,54.90,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.09,0.07,0.44,18.38,18.38,,,,,,,,,,,,,,,,,,
,,2.50,0.94,3.69,5.56,0.66,11.71,6.99,7.93,0.18,54.69,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.09,0.07,0.34,18.38,36.76,,,,,,,,,,,,,,,,,,
,,2.50,0.93,3.60,5.51,0.65,12.00,7.35,8.27,0.18,54.54,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.09,0.08,0.26,18.38,55.14,,,,,,,,,,,,,,,,,,
,,2.50,0.91,3.54,5.47,0.65,12.22,7.61,8.53,0.18,54.44,,,,,,,,,,,,,,,,,,,,,,,
5,?o?n m? r?ng (?o?n 5),,,L=,25.00,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.22,2.50,0.91,3.54,5.47,0.65,12.22,7.61,8.53,0.18,54.44,,,,,,,,,,,,,,,,,,,,,,,
